Año,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,Coalición
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,PCU,1555,11929,1,444,12374,17070,No
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,MORENA,123,11929,1,444,12374,17070,No
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,PH,46,11929,1,444,12374,17070,No
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,ES,836,11929,1,444,12374,17070,No
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,MVC,1599,11929,1,444,12374,17070,No
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,PVEM_NVA_ALIANZA,10,11929,1,444,12374,17070,Sí
2015,7,CHIAPAS,8,ANGEL ALBINO CORZO,Candidatura Independiente,379,11929,1,444,12374,17070,No
2015,7,CHIAPAS,9,ARRIAGA,PAN,827,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PRI,3011,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PRD,373,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PT,862,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PVEM,3405,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,MC,136,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,NUAL,2827,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PCU,3604,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,MORENA,752,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,PH,114,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,ES,174,18524,1,737,19262,29884,No
2015,7,CHIAPAS,9,ARRIAGA,MVC,2439,18524,1,737,19262,29884,No
2015,7,CHIAPAS,11,BELLA VISTA,PAN,9,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PRI,1534,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PRD,2912,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PT,20,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PVEM,3669,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,NUAL,30,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PCU,1361,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,MORENA,13,9549,7,168,9724,13173,No
2015,7,CHIAPAS,11,BELLA VISTA,PVEM_NVA_ALIANZA,1,9549,7,168,9724,13173,Sí
2015,7,CHIAPAS,12,BERRIOZABAL,PAN,296,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,PRI,3959,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,PRD,619,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,PVEM,4656,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,MC,128,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,NUAL,231,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,PCU,2024,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,MORENA,331,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,PH,121,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,ES,568,17719,58,631,18408,28005,No
2015,7,CHIAPAS,12,BERRIOZABAL,MVC,4786,17719,58,631,18408,28005,No
2015,7,CHIAPAS,13,BOCHIL,PAN,149,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PRI,6544,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PRD,3113,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PT,387,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PVEM,2736,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,MC,112,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,NUAL,69,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PCU,1037,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,MORENA,845,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,ES,34,15096,2,597,15695,20103,No
2015,7,CHIAPAS,13,BOCHIL,PVEM_NVA_ALIANZA,70,15096,2,597,15695,20103,Sí
2015,7,CHIAPAS,14,EL BOSQUE,PAN,184,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,PRI,3371,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,PT,131,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,PVEM,2210,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,MC,19,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,NUAL,77,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,PCU,1126,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,MVC,3450,10573,87,407,11067,13720,No
2015,7,CHIAPAS,14,EL BOSQUE,PVEM_NVA_ALIANZA,5,10573,87,407,11067,13720,Sí
2015,7,CHIAPAS,15,CACAHOATAN,PAN,141,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PRI,5985,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PRD,338,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PT,262,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PVEM,6841,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,MC,162,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,NUAL,102,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PCU,165,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,MORENA,1189,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PH,260,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,ES,19,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,MVC,4928,20412,2,735,21149,29574,No
2015,7,CHIAPAS,15,CACAHOATAN,PVEM_NVA_ALIANZA,20,20412,2,735,21149,29574,Sí
2015,7,CHIAPAS,16,CATAZAJA,PAN,2138,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,PRI,1395,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,PRD,47,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,PVEM,4864,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,NUAL,48,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,PCU,44,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,MORENA,77,9711,38,169,9918,12641,No
2015,7,CHIAPAS,16,CATAZAJA,MVC,1098,9711,38,169,9918,12641,No
2015,7,CHIAPAS,17,CINTALAPA,PAN,261,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PRI,12259,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PRD,473,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PT,802,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PVEM,10163,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,MC,221,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,NUAL,488,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PCU,4538,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,MORENA,1689,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,PH,197,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,ES,169,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,17,CINTALAPA,MVC,1631,32891,5,1355,34251,55686,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PAN,483,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PRI,29863,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PRD,445,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PT,607,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PVEM,18455,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,MC,344,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,NUAL,263,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PCU,260,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,MORENA,2910,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,ES,215,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,MVC,687,54560,13,2471,57044,97858,No
2015,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,PVEM_NVA_ALIANZA,28,54560,13,2471,57044,97858,Sí
2015,7,CHIAPAS,20,LA CONCORDIA,PRI,1614,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,PVEM,8353,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,MC,87,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,NUAL,120,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,PCU,8651,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,MORENA,377,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,PH,91,20955,236,722,21913,30279,No
2015,7,CHIAPAS,20,LA CONCORDIA,MVC,1662,20955,236,722,21913,30279,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PAN,44,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PRI,2377,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PRD,1748,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PT,1631,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PVEM,1032,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,MC,21,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,NUAL,36,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PCU,668,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,MORENA,4,7563,3,323,7889,9255,No
2015,7,CHIAPAS,22,CHALCHIHUITAN,PVEM_NVA_ALIANZA,2,7563,3,323,7889,9255,Sí
2015,7,CHIAPAS,23,CHAMULA,PAN,123,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,PRI,10043,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,PRD,118,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,PT,249,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,PVEM,20012,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,NUAL,444,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,PCU,4631,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,MORENA,171,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,ES,45,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,23,CHAMULA,MVC,2639,38475,5,2149,40629,54665,No
2015,7,CHIAPAS,26,CHENALHO,PRI,6057,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,PRD,481,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,PVEM,6923,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,MC,1,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,NUAL,112,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,PCU,1237,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,MORENA,313,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,PH,1,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,ES,11,15209,30,463,15702,24925,No
2015,7,CHIAPAS,26,CHENALHO,MVC,73,15209,30,463,15702,24925,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PAN,421,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PRI,15196,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PRD,222,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PT,483,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PVEM,11337,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,MC,369,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,NUAL,306,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PCU,933,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,MORENA,2893,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,PH,185,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,ES,153,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,27,CHIAPA DE CORZO,MVC,2404,34902,5,1499,36406,62209,No
2015,7,CHIAPAS,29,CHICOASEN,PAN,262,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,PRI,39,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,PVEM,571,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,NUAL,12,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,PCU,333,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,MORENA,1242,3002,1,82,3085,4010,No
2015,7,CHIAPAS,29,CHICOASEN,MVC,543,3002,1,82,3085,4010,No
2015,7,CHIAPAS,30,CHICOMUSELO,PAN,31,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PRI,1993,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PRD,128,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PT,1945,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PVEM,6283,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,NUAL,97,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PCU,4380,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,MORENA,66,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,ES,18,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,MVC,881,15832,10,561,16403,22060,No
2015,7,CHIAPAS,30,CHICOMUSELO,PVEM_NVA_ALIANZA,10,15832,10,561,16403,22060,Sí
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PAN,67,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PRI,14617,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PRD,318,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PT,713,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PVEM,11011,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,NUAL,203,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,PCU,49,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,MORENA,381,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,ES,39,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,34,FRONTERA COMALAPA,MVC,1599,28997,2,1123,30122,45726,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PAN,511,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PRI,2544,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PRD,72,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PT,198,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PVEM,2316,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,MC,243,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,NUAL,26,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PCU,31,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,MORENA,443,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PH,25,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,MVC,146,6561,95,272,6928,9049,No
2015,7,CHIAPAS,35,FRONTERA HIDALGO,PVEM_NVA_ALIANZA,6,6561,95,272,6928,9049,Sí
2015,7,CHIAPAS,36,LA GRANDEZA,PAN,1,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,PRI,1512,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,PVEM,1702,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,NUAL,2,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,PCU,7,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,MORENA,9,3239,27,37,3303,4505,No
2015,7,CHIAPAS,36,LA GRANDEZA,MVC,6,3239,27,37,3303,4505,No
2015,7,CHIAPAS,37,HUEHUETAN,PAN,227,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PRI,1533,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PRD,2237,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PT,563,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PVEM,4990,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,NUAL,203,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PCU,1506,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,MORENA,2389,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,ES,174,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,MVC,2793,16663,5,485,17153,24802,No
2015,7,CHIAPAS,37,HUEHUETAN,PVEM_NVA_ALIANZA,48,16663,5,485,17153,24802,Sí
2015,7,CHIAPAS,38,HUITIUPAN,PRI,5620,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,PRD,49,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,PVEM,5570,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,NUAL,66,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,PCU,46,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,MORENA,928,12286,5,454,12745,14429,No
2015,7,CHIAPAS,38,HUITIUPAN,PVEM_NVA_ALIANZA,7,12286,5,454,12745,14429,Sí
2015,7,CHIAPAS,39,HUIXTAN,PAN,28,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,PRI,2149,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,PRD,3432,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,PVEM,1792,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,NUAL,485,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,PCU,1514,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,MORENA,21,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,ES,43,9791,2,473,10266,13435,No
2015,7,CHIAPAS,39,HUIXTAN,MVC,327,9791,2,473,10266,13435,No
2015,7,CHIAPAS,40,HUIXTLA,PAN,701,20053,4,680,20737,36772,No
2015,7,CHIAPAS,40,HUIXTLA,PRI,2378,20053,4,680,20737,36772,No
2015,7,CHIAPAS,40,HUIXTLA,PRD,132,20053,4,680,20737,36772,No
2015,7,CHIAPAS,40,HUIXTLA,PT,266,20053,4,680,20737,36772,No
2015,7,CHIAPAS,40,HUIXTLA,PVEM,5353,20053,4,680,20737,36772,No
